"Semana.","Área natural protegida","Categoría","Tipo","Estado","Municipio","Posible causa","Tipo de vegetación","Superficie","Total días/persona","Tipo de atención","Latitud","Longitud"
"24","Bala'an K'aax","Área de Protección de Flora y Fauna","Federal","quintana roo","JOSÉ MARÍA MORELOS","Actividades agrícolas","Selva Mediana Subperennifolia","159.1437","405","Combate","19.353098","-88.92112"
"24","Sistema Lagunar Chichankanab","Parque Estatal","Estatal","quintana roo","JOSÉ MARÍA MORELOS","Actividades agrícolas","Selva Mediana Subperennifolia","134.229","929","Combate","19.803734","-88.725555"
"24","Sierra Gorda","Reserva de la Biósfera","Federal","querétaro","LANDA DE MATAMOROS","Actividades pecuarias","Bosque de Táscate","6.84","280","Combate","21.281889","-99.152"
"24","Sierra Gorda","Reserva de la Biósfera","Federal","querétaro","JALPAN DE SERRA","Naturales","Bosque de Encino","13.32","102","Combate","21.560888","-99.22784"
"24","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","puebla","JUAN GALINDO","Intencional","Bosque de Pino-Encino","78.0725","672","Combate","20.222692","-98.009445"
"24","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","puebla","HUAUCHINANGO","Intencional","Bosque de Pino","78.709","87","Combate","20.181389","-98.01556"
"24","Ozuma y Cuahuloma","Áreas Destinadas Voluntariamente a la Conservación","Federal","puebla","HUEYAPAN","Intencional","Bosque de Encino-Pino","2.5966","70","Combate","19.865667","-97.418"
"24","Reserva Comunal Tres Pico","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","SANTA MARÍA CHIMALAPA","Desconocidas","Selva Alta Perennifolia","371.608","0","Monitoreo","17.147223","-94.390274"
"24","Tehuacán-Cuicatlán","Reserva de la Biósfera","Federal","oaxaca","TEPELMEME VILLA DE MORELOS","Naturales","Bosque de Encino","3689.8878","4439","Combate","17.990278","-97.29083"
"24","Reserva Comunal Cerro Azul","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","SANTA MARÍA CHIMALAPA","Desconocidas","Selva Alta Perennifolia","224.1895","303","Combate","16.873888","-94.790276"
"24","Reserva Comunal Tres Pico","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","SANTA MARÍA CHIMALAPA","Actividades agrícolas","Selva Alta Perennifolia","296.2117","434","Combate","16.903004","-94.59664"
"24","Reserva Comunal Tres Pico","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","SANTA MARÍA CHIMALAPA","Desconocidas","Selva Alta Perennifolia","1760.1913","1411","Combate","16.944445","-94.63861"
"24","Reserva Comunal La Gringa Zona Oriente","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","SANTA MARÍA CHIMALAPA","Desconocidas","Bosque de Pino-Encino","1224.2988","33","Combate","16.802778","-94.26111"
"24","Cumbres de Monterrey","Parque Nacional","Federal","nuevo león","SANTA CATARINA","Naturales","Bosque de Pino","0.3237","60","Combate","25.55225","-100.51011"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Desconocidas","Bosque de Pino","495.7945","40","Combate","22.469791","-104.707855"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","LA YESCA","Desconocidas","Bosque de Encino-Pino","106.5288","26","Combate","21.55939","-104.440994"
"24","Sierra de San Juan","Reserva de la Biósfera","Estatal","nayarit","XALISCO","Desconocidas","Bosque de Encino-Pino","47.6534","36","Combate","21.395275","-104.911255"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Actividades agrícolas","Bosque de Pino","41.1811","12","Combate","22.283302","-104.299324"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Desconocidas","Bosque de Pino-Encino","342.7866","0","Monitoreo","22.281908","-104.956215"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Desconocidas","Bosque de Pino-Encino","306.7415","0","Monitoreo","22.334047","-104.97957"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Desconocidas","Bosque de Pino-Encino","244.3432","0","Monitoreo","22.276014","-104.91444"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Desconocidas","Bosque de Pino-Encino","163.4061","0","Monitoreo","22.321375","-104.91533"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","IXTLÁN DEL RÍO","Desconocidas","Bosque de Encino-Pino","1203.9866","92","Combate","20.970425","-104.42023"
"24","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VALLE DE BRAVO","Intencional","Bosque de Pino","1.4","74","Combate","19.193428","-100.10618"
"24","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","MALINALCO","Actividades agrícolas","Bosque de Encino","11.24","26","Combate","18.884388","-99.521835"
"24","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","DONATO GUERRA","Actividades agrícolas","Bosque de Pino-Encino","1.08","10","Combate","19.338917","-100.11803"
"24","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VALLE DE BRAVO","Desconocidas","Bosque de Pino","0.86","14","Combate","19.148611","-100.121666"
"24","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VALLE DE BRAVO","Intencional","Bosque de Pino-Encino","0.573","11","Combate","19.272017","-100.13205"
"24","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANCINGO","Actividades agrícolas","Bosque de Pino","0.536","10","Combate","18.93738","-99.58256"
"24","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","AMANALCO","Intencional","Bosque de Pino-Encino","7.7105","12","Combate","19.275417","-100.06022"
"24","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCOYOACAC","Actividades pecuarias","Bosque de Pino","6.8749","11","Combate","19.270105","-99.40521"
"24","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","DONATO GUERRA","Fumadores","Bosque de Pino-Encino","5.5196","23","Combate","19.26989","-100.07875"
"24","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","DONATO GUERRA","Actividades pecuarias","Bosque de Pino-Encino","52.47","150","Combate","19.264862","-100.07958"
"24","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCOYOACAC","Intencional","Bosque de Pino","3.0366","14","Combate","19.28195","-99.42492"
"24","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","TEMASCALTEPEC","Actividades agrícolas","Bosque de Pino","3.96","11","Combate","19.132584","-99.97892"
"24","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","TEXCOCO","Intencional","Bosque de Pino","18.96","28","Combate","19.411333","-98.7437"
"24","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","SAN SIMÓN DE GUERRERO","Actividades agrícolas","Bosque de Pino-Encino","3.46","44","Combate","19.031794","-100.01455"
"24","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","TOLUCA","Intencional","Bosque de Pino","3.17","118","Combate","19.164473","-99.73525"
"24","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","MORELOS","Actividades agrícolas","Bosque de Pino","14.8539","9","Combate","19.701445","-99.53469"
"24","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","ZUMPAHUACÁN","Actividades agrícolas","Bosque de Encino","1.43","14","Combate","18.881891","-99.5964"
"24","Bosencheve","Parque Nacional","Federal","méxico","VILLA VICTORIA","Fumadores","Bosque de Pino","23.0839","9","Combate","19.462334","-100.11639"
"24","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","TLALNEPANTLA","Intencional","Bosque de Pino","18.408","9","Combate","19.066433","-99.02287"
"24","Cañadas del Río Chiquito","Parque Urbano","Estatal","michoacán","MORELIA","Intencional","Bosque Cultivado","2.5756","34","Combate","19.664055","-101.12536"
"24","Barranca del Cupatitzio","Parque Nacional","Federal","michoacán","URUAPAN","Intencional","Bosque de Pino","52.7538","317","Combate","19.420355","-102.092415"
"24","Pico Azul - La Escalera","Parque Urbano","Estatal","michoacán","MORELIA","Desconocidas","Bosque de Pino","0.6236","11","Combate","19.628464","-101.114746"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","TEQUILA","Intencional","Bosque de Galería","70","42","Combate","20.846424","-103.865555"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","BOLAÑOS","Actividades agrícolas","Bosque de Pino-Encino","690.2873","39","Combate","21.876333","-103.86447"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","TEQUILA","Intencional","Bosque de Encino","673.332","85","Combate","20.809467","-103.79988"
"24","Cerro Viejo - Chupinaya - Los Sabinos","Área Estatal de Protección Hidrológica","Estatal","jalisco","TLAJOMULCO DE ZÚÑIGA","Intencional","Bosque de Encino-Pino","6.644","10","Combate","20.416147","-103.45393"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","BOLAÑOS","Actividades agrícolas","Bosque de Pino-Encino","6.1416","15","Combate","21.895895","-103.88531"
"24","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CUAUTITLÁN DE GARCÍA BARRAGÁN","Actividades agrícolas","Bosque de Encino","52.7714","15","Combate","19.447426","-104.265625"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","MEZQUITIC","Desconocidas","Bosque de Pino-Encino","4.9207","10","Combate","22.271008","-104.25308"
"24","Barranca del Río Santiago","Área Municipal de Protección Hidrológica","Municipal","jalisco","ZAPOPAN","Intencional","Selva Baja Caducifolia","4.515","16","Combate","20.853645","-103.34529"
"24","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CASIMIRO CASTILLO","Desconocidas","Bosque de Encino","42.8638","6","Combate","19.534006","-104.41892"
"24","Sierra Condiro Canales - Cerro San Miguel Chiquihuitillo","Área Estatal de Protección Hidrológica","Estatal","jalisco","ATOTONILCO EL ALTO","Intencional","Bosque de Encino","38.2246","20","Combate","20.41711","-102.598694"
"24","Bosque El Nixticuil - San Esteban - El Diente","Área Municipal de Protección Hidrológica","Municipal","jalisco","ZAPOPAN","Quema de basureros","Bosque de Encino","3.7696","16","Combate","20.80282","-103.415016"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","BOLAÑOS","Desconocidas","Bosque de Pino","366.5907","19","Combate","22.002756","-103.90047"
"24","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CUAUTITLÁN DE GARCÍA BARRAGÁN","Desconocidas","Bosque de Encino","31.4268","12","Combate","19.437634","-104.23083"
"24","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CUAUTITLÁN DE GARCÍA BARRAGÁN","Actividades agrícolas","Bosque de Encino","29.0171","13","Combate","19.44551","-104.26032"
"24","Sierra de Vallejo-Río Ameca","Reserva de la Biósfera","Federal","jalisco","SAN SEBASTIÁN DEL OESTE","Desconocidas","Bosque de Galería","2787.1414","132","Combate","20.841522","-104.91745"
"24","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CUAUTITLÁN DE GARCÍA BARRAGÁN","Desconocidas","Bosque de Encino","25.9527","13","Combate","19.450348","-104.21745"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","HUEJUQUILLA EL ALTO","Actividades agrícolas","Bosque de Encino","231.7904","24","Combate","22.401466","-103.994415"
"24","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CUAUTITLÁN DE GARCÍA BARRAGÁN","Actividades agrícolas","Bosque de Encino-Pino","20.9508","22","Combate","19.514328","-104.1529"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","AMECA","Desconocidas","Bosque de Encino","1501.8574","112","Combate","20.494064","-104.161896"
"24","Sierra Condiro Canales - Cerro San Miguel Chiquihuitillo","Área Estatal de Protección Hidrológica","Estatal","jalisco","IXTLAHUACÁN DE LOS MEMBRILLOS","Intencional","Bosque de Encino","109.9776","46","Combate","20.357779","-103.13472"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","CUAUTLA","Desconocidas","Pastizal Natural","10.37","27","Combate","20.229652","-104.54655"
"24","Sierra del Águila","Área Estatal de Protección Hidrológica","Estatal","jalisco","ETZATLÁN","Desconocidas","Bosque de Encino","101.9878","23","Combate","20.71611","-104.06172"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","TEQUILA","Desconocidas","Bosque de Encino","0.9213","7","Combate","20.821955","-103.864845"
"24","Laguna de Atotonilco","Sitio Ramsar","Federal","jalisco","VILLA CORONA","Desconocidas","Bosque de Mezquite","0.6839","10","Combate","20.397486","-103.673874"
"24","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","SAN MIGUEL TOTOLAPAN","Actividades agrícolas","Bosque de Pino-Encino","2617.636","53","Combate","17.616","-100.397"
"24","Área de Conservación Ecológica de Zitlaltepec","Áreas Destinadas Voluntariamente a la Conservación","Federal","guerrero","METLATÓNOC","Desconocidas","Bosque de Pino-Encino","468.218","44","Combate","17.175694","-98.59886"
"24","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","AJUCHITLÁN DEL PROGRESO","Desconocidas","Bosque de Encino","250.9239","0","Monitoreo","17.668495","-100.62404"
"24","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","AJUCHITLÁN DEL PROGRESO","Desconocidas","Bosque de Encino","1001.6","0","Monitoreo","17.717833","-100.784225"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","PUEBLO NUEVO","Desconocidas","Bosque de Pino-Encino","9.5171","60","Combate","23.245562","-104.93564"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","PUEBLO NUEVO","Desconocidas","Bosque de Pino-Encino","106.363","32","Combate","23.29139","-105.15528"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Desconocidas","Bosque de Pino-Encino","63.218","30","Combate","22.793222","-104.75987"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Actividades pecuarias","Bosque de Pino-Encino","586.871","20","Combate","22.710278","-104.80278"
"24","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Actividades agrícolas","Bosque de Pino-Encino","16.5299","20","Combate","23.24516","-104.776634"
"24","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","1.3822","10","Combate","19.141165","-99.03172"
